"","V1","V2","V3","V4","V5","V6","V6_clean1","V6_clean2","V6_clean3"
"1357",0,1468135920,"Mon Apr 06 23:54:49 PDT 2009","NO_QUERY","erikafradd","I hate cooking dinner ","I hate cooking dinner ","I hate cooking dinner "," hate cooking dinner"
"1358",0,1468136008,"Mon Apr 06 23:54:51 PDT 2009","NO_QUERY","Hetty4Christ","@maikeru76 you aren't connected with me back...so I can't DM you...  ","maikeru76 you aren't connected with me backso I can't DM you  ","maikeru76 you aren t connected with me backso I can t DM you  "," maikeru76 aren connected backso DM"
"1359",0,1468136021,"Mon Apr 06 23:54:51 PDT 2009","NO_QUERY","Bibi1983","My compassion to the people in italy! My mother is calling with our relatives in Italy right now  ","My compassion to the people in italy My mother is calling with our relatives in Italy right now  ","My compassion to the people in italy My mother is calling with our relatives in Italy right now  "," compassion people italy mother is calling relatives Italy right"
"1360",0,1468136206,"Mon Apr 06 23:54:54 PDT 2009","NO_QUERY","Sam_Symons","@riskyrevenge Wait, what? Sick? ","riskyrevenge Wait what Sick ","riskyrevenge Wait what Sick "," riskyrevenge Wait Sick"
"1361",0,1468136392,"Mon Apr 06 23:54:56 PDT 2009","NO_QUERY","olivejina","@oishiieats did they play polite dance song?? only my fav. please dont say they did. or course they did.   damn me!","oishiieats did they play polite dance song only my fav please dont say they did or course they did   damn me","oishiieats did they play polite dance song only my fav please dont say they did or course they did   damn me"," oishiieats did play polite dance song only fav dont say did course did damn"
"1362",0,1468136489,"Mon Apr 06 23:54:57 PDT 2009","NO_QUERY","dancarrphoto","I need to find a battery for an Elinchrom Ranger.  Nobody in Canada has any in stock ","I need to find a battery for an Elinchrom Ranger  Nobody in Canada has any in stock ","I need to find a battery for an Elinchrom Ranger  Nobody in Canada has any in stock "," need find battery Elinchrom Ranger Canada has stock"
"1363",0,1468136634,"Mon Apr 06 23:54:59 PDT 2009","NO_QUERY","BrokenGrandma","So now it's just a wait &amp; see game. I fall asleep &amp; it might or might not be there when I wake. ","So now it's just a wait amp see game I fall asleep amp it might or might not be there when I wake ","So now it s just a wait amp see game I fall asleep amp it might or might not be there when I wake "," s just wait amp see game fall asleep amp be wake"
"1364",0,1468136700,"Mon Apr 06 23:55:00 PDT 2009","NO_QUERY","Ben_Hall","Off to London today ","Off to London today ","Off to London today "," London"
"1365",0,1468136918,"Mon Apr 06 23:55:03 PDT 2009","NO_QUERY","followthreaper","Smile like you mean it. Wow. This song brings back memories. Still can't sleep. ","Smile like you mean it Wow This song brings back memories Still can't sleep ","Smile like you mean it Wow This song brings back memories Still can t sleep "," Smile like mean song brings back memories sleep"
"1366",0,1468137609,"Mon Apr 06 23:55:14 PDT 2009","NO_QUERY","aabuke","@muzocan we should talk about this australia issue.. ","muzocan we should talk about this australia issue ","muzocan we should talk about this australia issue "," muzocan talk australia issue"
"1367",0,1468137623,"Mon Apr 06 23:55:14 PDT 2009","NO_QUERY","kussenvandeth","I was woken up from a deep sleep just to be let go for Mad Max.  Not happy. And now, i can not sleep! ","I was woken up from a deep sleep just to be let go for Mad Max  Not happy And now i can not sleep ","I was woken up from a deep sleep just to be let go for Mad Max  Not happy And now i can not sleep "," was woken deep sleep just be let go Mad Max happy sleep"
"1368",0,1468137829,"Mon Apr 06 23:55:18 PDT 2009","NO_QUERY","jadekirk","Sorry, was getting ready.  Going to leave at 8am today.","Sorry was getting ready  Going to leave at 8am today","Sorry was getting ready  Going to leave at 8am today"," Sorry was getting ready Going leave"
"1369",0,1468137924,"Mon Apr 06 23:55:20 PDT 2009","NO_QUERY","adieboo","Got a speeding ticket ","Got a speeding ticket ","Got a speeding ticket "," Got speeding ticket"
"1370",0,1468138167,"Mon Apr 06 23:55:27 PDT 2009","NO_QUERY","chazminee","@kristensaywhaa he is an ass. .. .. .. hM ..  did you watch the first episodeee? i freakin missed it ","kristensaywhaa he is an ass    hM   did you watch the first episodeee i freakin missed it ","kristensaywhaa he is an ass    hM   did you watch the first episodeee i freakin missed it "," kristensaywhaa is ass hM did watch episodeee freakin missed"
"1371",0,1468138347,"Mon Apr 06 23:55:29 PDT 2009","NO_QUERY","paul_steele","@scarletjac but not good for me close to my current challenge ","scarletjac but not good for me close to my current challenge ","scarletjac but not good for me close to my current challenge "," scarletjac good close current challenge"
"1372",0,1468138650,"Mon Apr 06 23:55:35 PDT 2009","NO_QUERY","vadakkoodan","But the international font looks ugly. Going back to original font. After all, who'd tweet in malayalam ","But the international font looks ugly Going back to original font After all who'd tweet in malayalam ","But the international font looks ugly Going back to original font After all who d tweet in malayalam "," international font looks ugly Going back original font tweet malayalam"
"1373",0,1468138795,"Mon Apr 06 23:55:40 PDT 2009","NO_QUERY","vintagekiss","doing some business studies revision ","doing some business studies revision ","doing some business studies revision "," doing business studies revision"
"1374",0,1468138980,"Mon Apr 06 23:55:42 PDT 2009","NO_QUERY","juliadrab","misses David actually ","misses David actually ","misses David actually "," misses David"
"1375",0,1468138990,"Mon Apr 06 23:55:42 PDT 2009","NO_QUERY","teeeeena","http://community.livejournal.com/ohnotheydidnt/33907252.html How freakin cool is that? Why doesnt shit like that happen to me? ","http//communitylivejournalcom/ohnotheydidnt/33907252html How freakin cool is that Why doesnt shit like that happen to me ","http  communitylivejournalcom ohnotheydidnt 33907252html How freakin cool is that Why doesnt shit like that happen to me "," http communitylivejournalcom ohnotheydidnt 33907252html freakin cool is doesnt shit like happen"
"1376",0,1468139952,"Mon Apr 06 23:56:04 PDT 2009","NO_QUERY","demonickalfun","I can't believe it. I got my answer and didn't have to ask the question.  This feels awful.","I can't believe it I got my answer and didn't have to ask the question  This feels awful","I can t believe it I got my answer and didn t have to ask the question  This feels awful"," believe got answer didn have ask question feels awful"
"1377",0,1468140161,"Mon Apr 06 23:56:08 PDT 2009","NO_QUERY","cherishZQ","Won't be tweeting much tonight   Maybe all tweets will come out in form of Tweet vomit later at about 1 in the morning.","Won't be tweeting much tonight   Maybe all tweets will come out in form of Tweet vomit later at about 1 in the morning","Won t be tweeting much tonight   Maybe all tweets will come out in form of Tweet vomit later at about 1 in the morning"," Won be tweeting tweets will come form Tweet vomit morning"
"1378",0,1468140312,"Mon Apr 06 23:56:10 PDT 2009","NO_QUERY","needsex","I think I need to get laid. Sad revolution I had earlier rofl  http://twurl.nl/ibz2wb","I think I need to get laid Sad revolution I had earlier rofl  http//twurlnl/ibz2wb","I think I need to get laid Sad revolution I had earlier rofl  http  twurlnl ibz2wb"," think need get laid Sad revolution had rofl http twurlnl ibz2wb"
"1379",0,1468140337,"Mon Apr 06 23:56:11 PDT 2009","NO_QUERY","grayscalecrayon","Txt-Chat with Jake. Lmfao. Its Frikkin Awesome! I Miss This Effin Boy So Much.  Awww. Hoping You Guys Would Come Back Here Na! ) xxxx","TxtChat with Jake Lmfao Its Frikkin Awesome I Miss This Effin Boy So Much  Awww Hoping You Guys Would Come Back Here Na  xxxx","TxtChat with Jake Lmfao Its Frikkin Awesome I Miss This Effin Boy So Much  Awww Hoping You Guys Would Come Back Here Na  xxxx"," TxtChat Jake Lmfao Frikkin Awesome Miss Effin Boy Awww Hoping Guys Come Back xxxx"
"1380",0,1468140400,"Mon Apr 06 23:56:12 PDT 2009","NO_QUERY","TheDanishDude","@ItsDawns Thank @rmilana don't like it  hehe but it's very easy and well I'm just a Danish Dude","ItsDawns Thank rmilana don't like it  hehe but it's very easy and well I'm just a Danish Dude","ItsDawns Thank rmilana don t like it  hehe but it s very easy and well I m just a Danish Dude"," ItsDawns Thank rmilana don like hehe s very easy well m just Danish Dude"
"1381",0,1468140629,"Mon Apr 06 23:56:17 PDT 2009","NO_QUERY","tonkaaa","@Craftysince1990 Lol, that's sweet! I bought tickets last year &amp;&amp; my PartnerInCrime flaked so I didn't end up going  but this, FOR SURE!","Craftysince1990 Lol that's sweet I bought tickets last year ampamp my PartnerInCrime flaked so I didn't end up going  but this FOR SURE","Craftysince1990 Lol that s sweet I bought tickets last year ampamp my PartnerInCrime flaked so I didn t end up going  but this FOR SURE"," Craftysince1990 Lol s sweet bought tickets last year ampamp PartnerInCrime flaked didn end going SURE"
"1382",0,1468140704,"Mon Apr 06 23:56:18 PDT 2009","NO_QUERY","shimmershone","@razzberrie wha so now its 4GB! yay! haha no more laggy computers! but my mba cannot upgrade ","razzberrie wha so now its 4GB yay haha no more laggy computers but my mba cannot upgrade ","razzberrie wha so now its 4GB yay haha no more laggy computers but my mba cannot upgrade "," razzberrie 4GB haha no laggy computers mba cannot upgrade"
"1383",0,1468141015,"Mon Apr 06 23:56:25 PDT 2009","NO_QUERY","SCeCeW","@defsound aawwwww i know what u mean. iv never been that girl with a sense of humor ","defsound aawwwww i know what u mean iv never been that girl with a sense of humor ","defsound aawwwww i know what u mean iv never been that girl with a sense of humor "," defsound aawwwww know mean been girl sense humor"
"1384",0,1468141233,"Mon Apr 06 23:56:29 PDT 2009","NO_QUERY","lindale41","@zaibatsu ME...I'm up.  ","zaibatsu MEI'm up  ","zaibatsu MEI m up  "," zaibatsu MEI m"
"1385",0,1468141439,"Mon Apr 06 23:56:33 PDT 2009","NO_QUERY","tinnion","was super lucky to get a seat on the train. We pay �40 for this 25 min journey. ","was super lucky to get a seat on the train We pay 40 for this 25 min journey ","was super lucky to get a seat on the train We pay 40 for this 25 min journey "," was super lucky get seat train pay min journey"
"1386",0,1468141719,"Mon Apr 06 23:56:39 PDT 2009","NO_QUERY","FredoinGray","@Coyoteontherun Bet I-  Oh wait Mac?  No prolly not. ","Coyoteontherun Bet I  Oh wait Mac  No prolly not ","Coyoteontherun Bet I  Oh wait Mac  No prolly not "," Coyoteontherun Bet wait Mac No prolly"
"1387",0,1468141981,"Mon Apr 06 23:56:45 PDT 2009","NO_QUERY","TexasVegetarian","My navel piercing tore a bit when I was forcing my dog into the bed of my truck.  MY FAULT, I know.    It looks to be healing.  Yay!","My navel piercing tore a bit when I was forcing my dog into the bed of my truck  MY FAULT I know    It looks to be healing  Yay","My navel piercing tore a bit when I was forcing my dog into the bed of my truck  MY FAULT I know    It looks to be healing  Yay"," navel piercing tore bit was forcing dog bed truck FAULT know looks be healing Yay"
"1388",0,1468142116,"Mon Apr 06 23:56:47 PDT 2009","NO_QUERY","E_rocKsteadY","wow! i got sick out of nowhere  and now i cant think straight....and mtv hasnt posted the hills online, wtf!","wow i got sick out of nowhere  and now i cant think straightand mtv hasnt posted the hills online wtf","wow i got sick out of nowhere  and now i cant think straightand mtv hasnt posted the hills online wtf"," wow got sick cant think straightand mtv hasnt posted hills online wtf"
"1389",0,1468142146,"Mon Apr 06 23:56:48 PDT 2009","NO_QUERY","idlehandsclub","Just woke up. Apples gig was ace last night. Seriously tired now. Work begins in one hour... ","Just woke up Apples gig was ace last night Seriously tired now Work begins in one hour ","Just woke up Apples gig was ace last night Seriously tired now Work begins in one hour "," woke Apples gig was ace last night tired Work begins hour"
"1390",0,1468142280,"Mon Apr 06 23:56:51 PDT 2009","NO_QUERY","MissKailyn","Today's episode of &quot;House&quot; (Episode, Simple Explanation) was so heartbreaking. ","Today's episode of quotHousequot Episode Simple Explanation was so heartbreaking ","Today s episode of quotHousequot Episode Simple Explanation was so heartbreaking "," s episode quotHousequot Episode Simple Explanation was heartbreaking"
"1391",0,1468143213,"Mon Apr 06 23:57:10 PDT 2009","NO_QUERY","gogogadgetkat","I'm frankly disappointed and offended that there is a blogger writing AGAINST FU Penguin ","I'm frankly disappointed and offended that there is a blogger writing AGAINST FU Penguin ","I m frankly disappointed and offended that there is a blogger writing AGAINST FU Penguin "," m disappointed offended is blogger writing FU Penguin"
"1392",0,1468143236,"Mon Apr 06 23:57:11 PDT 2009","NO_QUERY","dangercharlie","@tpaw wooo yeah! Sorry to hear you missed out on Origin tickets ","tpaw wooo yeah Sorry to hear you missed out on Origin tickets ","tpaw wooo yeah Sorry to hear you missed out on Origin tickets "," tpaw wooo Sorry hear missed Origin tickets"
"1393",0,1468143969,"Mon Apr 06 23:57:26 PDT 2009","NO_QUERY","carlmartin","Gooood mooorning world. I had a dream last night I fucked my knee again  Def need to kick start my strengthening ready for Bournemouth 7s!","Gooood mooorning world I had a dream last night I fucked my knee again  Def need to kick start my strengthening ready for Bournemouth 7s","Gooood mooorning world I had a dream last night I fucked my knee again  Def need to kick start my strengthening ready for Bournemouth 7s"," Gooood mooorning world had dream last night fucked knee Def need kick start strengthening ready Bournemouth"
