"","X","V1","V2","V3","V4","V5","V6","V6_clean1","V6_clean2","V6_clean3"
"3857",3857,0,1468688728,"Tue Apr 07 03:10:40 PDT 2009","NO_QUERY","sexiesarah","cant be bothered 2 get out of bed 2day - feelin ultra lazy!  i miss josh ","cant be bothered 2 get out of bed 2day  feelin ultra lazy  i miss josh ","cant be bothered 2 get out of bed 2day  feelin ultra lazy  i miss josh "," cant be bothered get bed 2day feelin lazy miss josh"
"611",611,0,1467966260,"Mon Apr 06 23:02:00 PDT 2009","NO_QUERY","bluntmag","@InYourEyes2410 I reckon ","InYourEyes2410 I reckon ","InYourEyes2410 I reckon "," reckon"
"6924",6924,4,1468147993,"Mon Apr 06 23:58:51 PDT 2009","NO_QUERY","RostOlsen","I am freakin grateful that I don't work at Fontana Fitness anymore! ","I am freakin grateful that I don't work at Fontana Fitness anymore ","I am freakin grateful that I don t work at Fontana Fitness anymore "," am freakin grateful don work Fontana Fitness"
"2889",2889,0,1468471995,"Tue Apr 07 01:52:43 PDT 2009","NO_QUERY","beccbabe","i suck at making jelly cakeeeee. ","i suck at making jelly cakeeeee ","i suck at making jelly cakeeeee "," suck making jelly cakeeeee"
"8533",8533,4,1468393067,"Tue Apr 07 01:23:40 PDT 2009","NO_QUERY","JoannaAngel","@curtiswalker hahahah ok. but I am going to sleep now  so uh... speak now! or wait till tomorrow.","curtiswalker hahahah ok but I am going to sleep now  so uh speak now or wait till tomorrow","curtiswalker hahahah ok but I am going to sleep now  so uh speak now or wait till tomorrow"," curtiswalker hahahah ok am going sleep speak wait"
"8835",8835,4,1468434522,"Tue Apr 07 01:38:49 PDT 2009","NO_QUERY","Ltleshay","about to lay in bed searching on the new blackberry ","about to lay in bed searching on the new blackberry ","about to lay in bed searching on the new blackberry "," lay bed searching new blackberry"
"6706",6706,4,1468117908,"Mon Apr 06 23:48:43 PDT 2009","NO_QUERY","Mark_Milly","*honestly* jus went to a random page on Myspace &amp; they had my song on their profile!  that shit was random but jus makes me work harder!","honestly jus went to a random page on Myspace amp they had my song on their profile  that shit was random but jus makes me work harder","honestly jus went to a random page on Myspace amp they had my song on their profile  that shit was random but jus makes me work harder"," jus went random page Myspace amp had song profile shit was random jus makes work"
"667",667,0,1467981468,"Mon Apr 06 23:06:19 PDT 2009","NO_QUERY","Roses_Are_Red","@ryanmwilson aww that stinks!  *hugs*","ryanmwilson aww that stinks  hugs","ryanmwilson aww that stinks  hugs"," ryanmwilson aww stinks hugs"
"4914",4914,0,1468945017,"Tue Apr 07 04:31:34 PDT 2009","NO_QUERY","deasaurr","see? my life is gone really flat! CRAP! ","see my life is gone really flat CRAP ","see my life is gone really flat CRAP "," see life is gone flat CRAP"
"2027",2027,0,1468288203,"Tue Apr 07 00:45:54 PDT 2009","NO_QUERY","hell2304","@Best_Flights Need 2 get ass in gear! Wana go away 24/6 bt nt sure where Cairo &amp; UK maybe bt may b able 2 go earlier bt wont no til 8/5 ","BestFlights Need 2 get ass in gear Wana go away 24/6 bt nt sure where Cairo amp UK maybe bt may b able 2 go earlier bt wont no til 8/5 ","BestFlights Need 2 get ass in gear Wana go away 24 6 bt nt sure where Cairo amp UK maybe bt may b able 2 go earlier bt wont no til 8 5 "," BestFlights Need get ass gear Wana go away bt nt sure Cairo amp UK bt able go bt wont no til"
"5007",5007,4,1467822447,"Mon Apr 06 22:22:51 PDT 2009","NO_QUERY","vmdavinci","@r_keith_hill Thans for your response. Ihad already find this answer ","rkeithhill Thans for your response Ihad already find this answer ","rkeithhill Thans for your response Ihad already find this answer "," rkeithhill Thans response Ihad find answer"
"315",315,0,1467893163,"Mon Apr 06 22:41:27 PDT 2009","NO_QUERY","hotrodlopez","My thoughts are with Sandra Cantu's family at this difficult and sad time ","My thoughts are with Sandra Cantu's family at this difficult and sad time ","My thoughts are with Sandra Cantu s family at this difficult and sad time "," thoughts are Sandra Cantu s family difficult sad time"
"9429",9429,4,1468516917,"Tue Apr 07 02:09:08 PDT 2009","NO_QUERY","andruspurde","The last squeeze - unsubscribed from www.imediaconnection.com newsletter, landing page had a full page banner ad ","The last squeeze  unsubscribed from wwwimediaconnectioncom newsletter landing page had a full page banner ad ","The last squeeze  unsubscribed from wwwimediaconnectioncom newsletter landing page had a full page banner ad "," last squeeze unsubscribed wwwimediaconnectioncom newsletter landing page had full page banner ad"
"1007",1007,0,1468060774,"Mon Apr 06 23:30:17 PDT 2009","NO_QUERY","Melamachinko","@lenesha but Im not feeling well, mommy... ","lenesha but Im not feeling well mommy ","lenesha but Im not feeling well mommy "," lenesha Im feeling well mommy"
"7706",7706,4,1468269091,"Tue Apr 07 00:39:11 PDT 2009","NO_QUERY","JamesSchramko","@sarallenconsult habe not tried that - I love watching movies and I get to watch 5 or 6 back to back !!! How cool is that ","sarallenconsult habe not tried that  I love watching movies and I get to watch 5 or 6 back to back  How cool is that ","sarallenconsult habe not tried that  I love watching movies and I get to watch 5 or 6 back to back  How cool is that "," sarallenconsult habe tried love watching movies get watch back back cool is"
"6376",6376,4,1468069038,"Mon Apr 06 23:32:48 PDT 2009","NO_QUERY","yummywater","is it wrong to always have oatmeal in your bag? ","is it wrong to always have oatmeal in your bag ","is it wrong to always have oatmeal in your bag "," is wrong have oatmeal bag"
"3468",3468,0,1468601271,"Tue Apr 07 02:39:39 PDT 2009","NO_QUERY","wyndwitch","@nicsknots  What up?","nicsknots  What up","nicsknots  What up"," nicsknots"
"4290",4290,0,1468786257,"Tue Apr 07 03:43:44 PDT 2009","NO_QUERY","alexa_chung","my tv husbands rick and grimmy are doing freshly squeezed this week not me  waaahhh! HI GUYZZZZ","my tv husbands rick and grimmy are doing freshly squeezed this week not me  waaahhh HI GUYZZZZ","my tv husbands rick and grimmy are doing freshly squeezed this week not me  waaahhh HI GUYZZZZ"," tv husbands rick grimmy are doing squeezed week waaahhh GUYZZZZ"
"2253",2253,0,1468338634,"Tue Apr 07 01:03:49 PDT 2009","NO_QUERY","phampton","3 days leave then Easter, no work for a week,  Except for the long list of DIY jobs to do at home, ","3 days leave then Easter no work for a week  Except for the long list of DIY jobs to do at home ","3 days leave then Easter no work for a week  Except for the long list of DIY jobs to do at home "," days leave then Easter no work week long list DIY jobs do home"
"3405",3405,0,1468588126,"Tue Apr 07 02:34:54 PDT 2009","NO_QUERY","laceylingerie","I have to go to the library and get some books on the bloody was  I really can't be bothered with these A levels anymore","I have to go to the library and get some books on the bloody was  I really can't be bothered with these A levels anymore","I have to go to the library and get some books on the bloody was  I really can t be bothered with these A levels anymore"," have go library get books bloody was be bothered A levels"
"4723",4723,0,1468894667,"Tue Apr 07 04:17:03 PDT 2009","NO_QUERY","CycleFreak","http://twitpic.com/2ya1c - Good F'in Morning  Springtime my ass. Global warming?! Suck it!","http//twitpiccom/2ya1c  Good F'in Morning  Springtime my ass Global warming Suck it","http  twitpiccom 2ya1c  Good F in Morning  Springtime my ass Global warming Suck it"," http twitpiccom 2ya1c Good F Morning Springtime ass Global warming Suck"
"6074",6074,4,1468020960,"Mon Apr 06 23:17:54 PDT 2009","NO_QUERY","ItsDawns","@BuzzEdition how have you been susan ","BuzzEdition how have you been susan ","BuzzEdition how have you been susan "," BuzzEdition have been susan"
"4794",4794,0,1468910972,"Tue Apr 07 04:21:54 PDT 2009","NO_QUERY","astonwest","Wow, certainly are a lot of magazines closing down. ","Wow certainly are a lot of magazines closing down ","Wow certainly are a lot of magazines closing down "," are lot magazines closing"
"6867",6867,4,1468145736,"Mon Apr 06 23:58:03 PDT 2009","NO_QUERY","fairguru","EXCITING! Suppose to be 75 degrees out tomorrow! YEAH!!!!  ","EXCITING Suppose to be 75 degrees out tomorrow YEAH  ","EXCITING Suppose to be 75 degrees out tomorrow YEAH  "," EXCITING Suppose be degrees"
"5568",5568,4,1467919403,"Mon Apr 06 22:48:47 PDT 2009","NO_QUERY","Himanshukoolwal","Tune Hotels, has opened bookings for brand new rooms in its upcoming new hotels in Kuching. ","Tune Hotels has opened bookings for brand new rooms in its upcoming new hotels in Kuching ","Tune Hotels has opened bookings for brand new rooms in its upcoming new hotels in Kuching "," Tune Hotels has opened bookings brand new rooms upcoming new hotels Kuching"
"3270",3270,0,1468556849,"Tue Apr 07 02:23:52 PDT 2009","NO_QUERY","cmckelvey","has a poorly cat at home, i want to be their to hold her fur back and pass her tissues ","has a poorly cat at home i want to be their to hold her fur back and pass her tissues ","has a poorly cat at home i want to be their to hold her fur back and pass her tissues "," has poorly cat home want be hold fur back pass tissues"
"1310",1310,0,1468127034,"Mon Apr 06 23:51:42 PDT 2009","NO_QUERY","catlo413","Finally going to sleep and waking up early to study ","Finally going to sleep and waking up early to study ","Finally going to sleep and waking up early to study "," going sleep waking early study"
"3597",3597,0,1468631203,"Tue Apr 07 02:50:30 PDT 2009","NO_QUERY","SLotH13","@abhian abey lalloo.. Me n dake then went for the 8pm show @ cp.. U cud've made it  .. Chal koi nahi, nxt weekend try karenge again","abhian abey lalloo Me n dake then went for the 8pm show  cp U cud've made it   Chal koi nahi nxt weekend try karenge again","abhian abey lalloo Me n dake then went for the 8pm show  cp U cud ve made it   Chal koi nahi nxt weekend try karenge again"," abhian abey lalloo dake then went show cp U cud ve made Chal koi nahi nxt weekend try karenge"
"3239",3239,0,1468550134,"Tue Apr 07 02:21:20 PDT 2009","NO_QUERY","kazaroth","@spanx except I missed last weeks S.Lee and now it's gone from iPlayer ","spanx except I missed last weeks SLee and now it's gone from iPlayer ","spanx except I missed last weeks SLee and now it s gone from iPlayer "," spanx missed last weeks SLee s gone iPlayer"
"8212",8212,4,1468349649,"Tue Apr 07 01:07:49 PDT 2009","NO_QUERY","SibzRampage","says good morning people  it is 10 am and i say hi! http://plurk.com/p/n0frc","says good morning people  it is 10 am and i say hi http//plurkcom/p/n0frc","says good morning people  it is 10 am and i say hi http  plurkcom p n0frc"," says good morning people is am say hi http plurkcom n0frc"
"7305",7305,4,1468210198,"Tue Apr 07 00:18:57 PDT 2009","NO_QUERY","SternBigot","And like that, she was gone! (But at least her hair is natural brown again) ","And like that she was gone But at least her hair is natural brown again ","And like that she was gone But at least her hair is natural brown again "," like was gone hair is brown"
"7776",7776,4,1468281936,"Tue Apr 07 00:43:43 PDT 2009","NO_QUERY","Karen230683","Morning everyone ","Morning everyone ","Morning everyone "," Morning"
"2286",2286,0,1468343476,"Tue Apr 07 01:05:34 PDT 2009","NO_QUERY","Warlach","To the people who called out to me on the red carpet, I was blinded by the lights! ","To the people who called out to me on the red carpet I was blinded by the lights ","To the people who called out to me on the red carpet I was blinded by the lights "," people called red carpet was blinded lights"
"5259",5259,4,1467863599,"Mon Apr 06 22:33:33 PDT 2009","NO_QUERY","grayscalecrayon","What A Day  I Just Loved It. Sun, Food And My Girls  Cannot Be Beaten. Eyyy! I Bused It Home Tooo Hahaa. Have An Ace Time Darl.  xxxx","What A Day  I Just Loved It Sun Food And My Girls  Cannot Be Beaten Eyyy I Bused It Home Tooo Hahaa Have An Ace Time Darl  xxxx","What A Day  I Just Loved It Sun Food And My Girls  Cannot Be Beaten Eyyy I Bused It Home Tooo Hahaa Have An Ace Time Darl  xxxx"," A Day Loved Sun Food Girls Cannot Be Beaten Eyyy Bused Home Tooo Hahaa Have Ace Time Darl xxxx"
"7858",7858,4,1468296124,"Tue Apr 07 00:48:43 PDT 2009","NO_QUERY","Live_Die_Bleed","Sweet dreams to you, Jared. ","Sweet dreams to you Jared ","Sweet dreams to you Jared "," Sweet dreams Jared"
"6968",6968,4,1468162137,"Tue Apr 07 00:03:15 PDT 2009","NO_QUERY","phamous_tk","Planning to learn basic sign language these holidays  Geez, I have a whole list o_0","Planning to learn basic sign language these holidays  Geez I have a whole list o0","Planning to learn basic sign language these holidays  Geez I have a whole list o0"," Planning learn basic sign language holidays Geez have whole list o0"
"5296",5296,4,1467880019,"Mon Apr 06 22:37:57 PDT 2009","NO_QUERY","Anja1975","@JonathanRKnight wake up with ah Jon tweet. The Best start for my day  thx Jon love You","JonathanRKnight wake up with ah Jon tweet The Best start for my day  thx Jon love You","JonathanRKnight wake up with ah Jon tweet The Best start for my day  thx Jon love You"," JonathanRKnight wake Jon tweet Best start day thx Jon love"
"1116",1116,0,1468084012,"Mon Apr 06 23:37:32 PDT 2009","NO_QUERY","yehsung","I think I need to get laid. Sad revolution I had earlier rofl ","I think I need to get laid Sad revolution I had earlier rofl ","I think I need to get laid Sad revolution I had earlier rofl "," think need get laid Sad revolution had rofl"
"1977",1977,0,1468277616,"Tue Apr 07 00:42:11 PDT 2009","NO_QUERY","OMGzorz","Banned from Sims Forums for the rest of the week. Aww    It feels weird. I was only sticking up for Chanel :'(","Banned from Sims Forums for the rest of the week Aww    It feels weird I was only sticking up for Chanel '","Banned from Sims Forums for the rest of the week Aww    It feels weird I was only sticking up for Chanel  "," Banned Sims Forums rest week feels weird was only sticking Chanel"
"9667",9667,4,1468555097,"Tue Apr 07 02:23:11 PDT 2009","NO_QUERY","gesus","When will !pidgin integrate otr-encryption as a standard component like !adium does? I will really appreciate that! ","When will pidgin integrate otrencryption as a standard component like adium does I will really appreciate that ","When will pidgin integrate otrencryption as a standard component like adium does I will really appreciate that "," will pidgin integrate otrencryption standard component like adium does will appreciate"
